term,name,definition,category,provenance,provenance_uri,note
nitrogen,Nitrogen,"Nitrogen is a chemical element with symbol N and atomic number 7. It was first discovered and isolated by Scottish physician Daniel Rutherford in 1772. Although Carl Wilhelm Scheele and Henry Cavendish had independently done so at about the same time, Rutherford is generally accorded the credit because his work was published first. The name nitrogène was suggested by French chemist Jean-Antoine-Claude Chaptal in 1790, when it was found that nitrogen was present in nitric acid and nitrates. Antoine Lavoisier suggested instead the name azote, from the Greek άζωτικός ""no life"", as it is an asphyxiant gas; this name is instead used in many languages, such as French, Russian, and Turkish, and appears in the English names of some nitrogen compounds such as hydrazine, azides and azo compounds. ",,Wikipedia,https://en.wikipedia.org/wiki/Nitrogen,Added to support Critical Zone Observatory (CZO) data use cases. 
nitrogen_15,Nitrogen-15,"15 Nitrogen, Delta Nitrogen",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
nitrogen_15_StableIsotopeRatioDelta,"Nitrogen-15, stable isotope ratio delta",Difference in the 15N:14N ratio between the sample and standard (del N 15),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
nitrogenDissolved_Free_Ionized_Ammonia_NH3_NH4,"Nitrogen, dissolved (free+ionized) Ammonia (NH3) + (NH4)",Dissolved (free+ionized) Ammonia,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
nitrogenDissolvedInorganic,"Nitrogen, dissolved inorganic",Dissolved inorganic nitrogen,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
nitrogenDissolvedKjeldahl,"Nitrogen, dissolved Kjeldahl",Dissolved Kjeldahl (organic nitrogen + ammonia (NH3) + ammonium (NH4))nitrogen,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
nitrogenDissolvedNitrate_NO3,"Nitrogen, dissolved nitrate (NO3)",Dissolved nitrate (NO3) nitrogen,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
nitrogenDissolvedNitrite_NO2,"Nitrogen, dissolved nitrite (NO2)",Dissolved nitrite (NO2) nitrogen,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
nitrogenDissolvedNitrite_NO2_Nitrate_NO3,"Nitrogen, dissolved nitrite (NO2) + nitrate (NO3)",Dissolved nitrite (NO2) + nitrate (NO3) nitrogen,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
nitrogenDissolvedOrganic,"Nitrogen, dissolved organic",Dissolved Organic Nitrogen,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
nitrogenGas,"Nitrogen, gas",Gaseous Nitrogen (N2),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
nitrogenInorganic,"Nitrogen, inorganic",Total Inorganic Nitrogen,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
nitrogen_NH3,"Nitrogen, NH3",Free Ammonia (NH3),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
nitrogenNH3_NH4,"Nitrogen, NH3 + NH4",Total (free+ionized) Ammonia,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
nitrogen_NH4,"Nitrogen, NH4",Ammonium (NH4),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
nitrogenNitrate_NO3,"Nitrogen, nitrate (NO3)",Nitrate (NO3) Nitrogen,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
nitrogenNitrite_NO2,"Nitrogen, nitrite (NO2)",Nitrite (NO2) Nitrogen,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
nitrogenNitrite_NO2_Nitrate_NO3,"Nitrogen, nitrite (NO2) + nitrate (NO3)",Nitrite (NO2) + Nitrate (NO3) Nitrogen,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
nitrogenOrganic,"Nitrogen, organic",Organic Nitrogen,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
nitrogenOrganicKjeldahl,"Nitrogen, organic kjeldahl",Organic Kjeldahl (organic nitrogen + ammonia (NH3) + ammonium (NH4)) nitrogen,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
nitrogenParticulateOrganic,"Nitrogen, particulate organic",Particulate Organic Nitrogen,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
nitrogenTotal,"Nitrogen, total",Total Nitrogen (NO3+NO2+NH4+NH3+Organic),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
nitrogenTotalDissolved,"Nitrogen, total dissolved",Total dissolved nitrogen,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
nitrogenTotalKjeldahl,"Nitrogen, total kjeldahl",Total Kjeldahl Nitrogen (Ammonia+Organic),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
nitrogenTotalNitrite,"Nitrogen, total nitrite",Total nitrite (NO2),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
nitrogenTotalOrganic,"Nitrogen, total organic",Total (dissolved + particulate) organic nitrogen,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
nitrousOxide,Nitrous oxide,Nitrous oxide (N2O),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
N_Nitrosodiethylamine,N-Nitrosodiethylamine,N-Nitrosodiethylamine (C4H10N2O),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
N_Nitrosodimethylamine,N-Nitrosodimethylamine,N-Nitrosodimethylamine (C2H6N2O),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
N_Nitrosodi_n_Butylamine,N-Nitrosodi-n-butylamine,N-Nitrosodi-n-butylamine (C8H18N2O),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
N_Nitrosodi_n_Propylamine,N-Nitrosodi-n-propylamine,N-Nitrosodi-n-propylamine (C6H14N2O),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
N_Nitrosodiphenylamine,N-Nitrosodiphenylamine,N-Nitrosodiphenylamine (C12H10N2O),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
N_Nitrosomethylethylamine,N-Nitrosomethylethylamine,N-Nitrosomethylethylamine (C3H8N2O),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
noVegetationCoverage,No vegetation coverage,Areal coverage of no vegetation,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
odor,Odor,Odor,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
offset,Offset,Constant to be added as an offset to a variable of interest.,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
oilAndGrease,Oil and grease,Oil and grease,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
organicMatter,Organic matter,The organic matter component of a complex material.,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
orientation,Orientation,Azimuth orientation of sensor platform,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
orthoclase,Orthoclase,"Orthoclase, or orthoclase feldspar (endmember formula KAlSi3O8), is an important tectosilicate mineral which forms igneous rock. The name is from the Ancient Greek for ""straight fracture,"" because its two cleavage planes are at right angles to each other. It is a type of potassium feldspar, also known as K-feldspar. The gem known as moonstone (see below) is largely composed of orthoclase.",,Wikipedia,https://en.wikipedia.org/wiki/Orthoclase,Added to support Critical Zone Observatory (CZO) data use cases. 
osmoticPressure,Osmotic pressure,Osmotic pressure,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
oxygen,Oxygen,Oxygen,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
oxygen_18,Oxygen-18,"18 O, Delta O",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
oxygen_18_StableIsotopeRatioDelta,"Oxygen-18, stable isotope ratio delta",Difference in the 18O:16O ratio between the sample and standard,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
oxygenDissolved,"Oxygen, dissolved",Dissolved oxygen,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
oxygenDissolvedPercentOfSaturation,"Oxygen, dissolved percent of saturation","Dissolved oxygen, percent saturation",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
oxygenDissolvedTransducerSignal,"Oxygen, dissolved, transducer signal","Dissolved oxygen, raw data from sensor",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
oxygenFlux,Oxygen flux,Oxygen (O2) flux,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
oxygenUptake,Oxygen uptake,Consumption of oxygen by biological and/or chemical processes,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
o_Xylene,o-Xylene,o-Xylene (C8H10),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
ozone,Ozone,Ozone (O3),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
parameter,Parameter,Parameter related to a hydrologic process. An example usage would be for a starge-discharge relation parameter.,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
parathion_Ethyl,Parathion-ethyl,Parathion-ethyl (C10H14NO5PS),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
particleCounts,Particle counts,Count of insoluble particles in a liquid like rainwater,,Wikipedia,https://en.wikipedia.org/wiki/Counting,Added to support Critical Zone Observatory (CZO) data use cases. 
pentachlorobenzene,Pentachlorobenzene,Pentachlorobenzene (C6HCl5),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
pentachlorophenol,Pentachlorophenol,Pentachlorophenol (C6HCl5O),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
pentane,Pentane,Pentane,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
percentFullScale,Percent full scale,The percent of full scale for an instrument,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
peridinin,Peridinin,The phytoplankton pigment Peridinin,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
permethrin,Permethrin,Permethrin (C21H20Cl2O3),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
permittivity,Permittivity,"Permittivity is a physical quantity that describes how an electric field affects, and is affected by a dielectric medium, and is determined by the ability of a material to polarize in response to the field, and thereby reduce the total electric field inside the material. Thus, permittivity relates to a material's ability to transmit (or ""permit"") an electric field.",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
permittivityElectrical,"Permittivity, electrical ","In electromagnetism, absolute permittivity, often simply called permittivity, usually denoted by the Greek letter ε (epsilon), is the measure of capacitance that is encountered when forming an electric field in a particular medium. More specifically, permittivity describes the amount of charge needed to generate one unit of electric flux in a particular medium. Accordingly, a charge will yield more electric flux in a medium with low permittivity than in a medium with high permittivity. Permittivity is the measure of a material's ability to store an electric field in the polarization of the medium. ",,Wikipedia,https://en.wikipedia.org/wiki/Permittivity,Added to support Critical Zone Observatory (CZO) data use cases. 
perylene,Perylene,"Perylene (C20H12), a polycyclic aromatic hydrocarbon (PAH)",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
petroleumHydrocarbonTotal,"Petroleum hydrocarbon, total",Total petroleum hydrocarbon,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
pH,pH,pH is the measure of the acidity or alkalinity of a solution. pH is formally a measure of the activity of dissolved hydrogen ions (H+). Solutions in which the concentration of H+ exceeds that of OH- have a pH value lower than 7.0 and are known as acids.,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
phenanthrene,Phenanthrene,"Phenanthrene (C14H10), a polycyclic aromatic hydrocarbon (PAH)",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
phenol,Phenol,Phenol (C6H5OH),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
phenolicsTotal,"Phenolics, total",Total Phenolics,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
pheophytin,Pheophytin,"Pheophytin or phaeophytin (abbreviated Pheo) is a chemical compound that serves as the first electron carrier intermediate in the electron transfer pathway of Photosystem II (PS II) in plants, and the photosynthetic reaction center (RC P870) found in purple bacteria. In both PS II and RC P870, light drives electrons from the reaction center through pheophytin, which then passes the electrons to a quinone (QA) in RC P870 and RC P680.",,Wikipedia,https://en.wikipedia.org/wiki/Pheophytin,Added to support Critical Zone Observatory (CZO) data use cases. 
